window_10min,SVM_Z_CURRENT_mean,SVM_Z_CURRENT_std,SVM_Z_CURRENT_min,SVM_Z_CURRENT_max,SVM_Z_CURRENT_median,SVM_Z_CURRENT_range,SVM_Z_CURRENT_cv,SVM_Z_CURRENT_skew,SVM_Z_CURRENT_kurt,SVM_Z_CURRENT_q25,SVM_Z_CURRENT_q75,SVM_Z_CURRENT_iqr,SVM_Z_EFFECTIVE_LOAD_RATIO_mean,SVM_Z_EFFECTIVE_LOAD_RATIO_std,SVM_Z_EFFECTIVE_LOAD_RATIO_min,SVM_Z_EFFECTIVE_LOAD_RATIO_max,SVM_Z_EFFECTIVE_LOAD_RATIO_median,SVM_Z_EFFECTIVE_LOAD_RATIO_range,SVM_Z_EFFECTIVE_LOAD_RATIO_cv,SVM_Z_EFFECTIVE_LOAD_RATIO_skew,SVM_Z_EFFECTIVE_LOAD_RATIO_kurt,SVM_Z_EFFECTIVE_LOAD_RATIO_q25,SVM_Z_EFFECTIVE_LOAD_RATIO_q75,SVM_Z_EFFECTIVE_LOAD_RATIO_iqr,SVM_Z_PEAK_LOAD_RATIO_mean,SVM_Z_PEAK_LOAD_RATIO_std,SVM_Z_PEAK_LOAD_RATIO_min,SVM_Z_PEAK_LOAD_RATIO_max,SVM_Z_PEAK_LOAD_RATIO_median,SVM_Z_PEAK_LOAD_RATIO_range,SVM_Z_PEAK_LOAD_RATIO_cv,SVM_Z_PEAK_LOAD_RATIO_skew,SVM_Z_PEAK_LOAD_RATIO_kurt,SVM_Z_PEAK_LOAD_RATIO_q25,SVM_Z_PEAK_LOAD_RATIO_q75,SVM_Z_PEAK_LOAD_RATIO_iqr,SVM_Z_POSITION_mean,SVM_Z_POSITION_std,SVM_Z_POSITION_min,SVM_Z_POSITION_max,SVM_Z_POSITION_median,SVM_Z_POSITION_range,SVM_Z_POSITION_cv,SVM_Z_POSITION_skew,SVM_Z_POSITION_kurt,SVM_Z_POSITION_q25,SVM_Z_POSITION_q75,SVM_Z_POSITION_iqr,n_samples,n_runs,SVM_Z_CURRENT_mean_diff,SVM_Z_CURRENT_mean_pct_change,SVM_Z_CURRENT_mean_ma3,SVM_Z_CURRENT_mean_ma_dev,SVM_Z_EFFECTIVE_LOAD_RATIO_mean_diff,SVM_Z_EFFECTIVE_LOAD_RATIO_mean_pct_change,SVM_Z_EFFECTIVE_LOAD_RATIO_mean_ma3,SVM_Z_EFFECTIVE_LOAD_RATIO_mean_ma_dev,SVM_Z_PEAK_LOAD_RATIO_mean_diff,SVM_Z_PEAK_LOAD_RATIO_mean_pct_change,SVM_Z_PEAK_LOAD_RATIO_mean_ma3,SVM_Z_PEAK_LOAD_RATIO_mean_ma_dev,SVM_Z_POSITION_mean_diff,SVM_Z_POSITION_mean_pct_change,SVM_Z_POSITION_mean_ma3,SVM_Z_POSITION_mean_ma_dev,anomaly_ensemble,anomaly_if,anomaly_score
810,11.477629382303839,37.75372847506279,-77.4,107.6,2.5,185.0,3.289331552495617,0.019339801482406938,0.46106241939546644,2.3,14.45,12.149999999999999,38.68113522537563,2.8898672094704425,26.0,43.0,39.0,17.0,0.07470998957586512,-0.7399507080714188,0.8793823215562715,37.0,41.0,4.0,106.57262103505843,11.307838387816428,2.0,110.0,109.0,108.0,0.10610453489828846,-7.014272990758245,54.5013984250681,108.0,109.0,1.0,1.5091819699499165,0.7079334227493509,1.0,3.0,1.0,2.0,0.46908420379077564,1.0289113661781422,-0.30392788560641826,1.0,2.0,1.0,600.0,2.0,-4.35760551702502,-0.2751841412349183,12.143270196785842,-0.6656408144820034,3.2901956280601894,0.09296717367486251,30.945165880494343,7.735969344881283,9.497117679353735,0.09783227849516618,85.41458732488525,21.158033710173186,0.06287324511770165,0.043471524466531575,1.3850517081041105,0.124130261845806,0,0,-0.16011056618628838
811,12.861409395973153,37.38779768621563,-75.6,105.6,2.5,181.2,2.9069751638511385,-0.007780797234469565,0.48275868152670887,2.3,18.674999999999997,16.374999999999996,38.6996644295302,2.722221020079227,28.0,43.0,39.0,15.0,0.07034223836840317,-0.6854165533732871,0.9328477004673621,37.0,41.0,4.0,105.30201342281879,15.585688198202357,2.0,110.0,109.0,108.0,0.14800940353933406,-5.637994330442406,32.75760995865704,108.0,109.0,1.0,1.528523489932886,0.7035505400982263,1.0,3.0,1.0,2.0,0.4602811436866552,0.9565382860674504,-0.4012014106345352,1.0,2.0,1.0,600.0,2.0,1.3837800136693144,0.12056322499860639,13.391424559201951,-0.5300151632287982,0.01852920415457504,0.0004790243111174597,37.59057975074043,1.1090846787897704,-1.270607612239644,-0.011922458131358726,102.98337927119398,2.3186341516248063,0.019341519982969402,0.012815896537387905,1.4946713949050057,0.033852095027880225,0,0,-0.19262071989483193
812,7.399664429530201,31.681387052991997,-79.3,106.6,2.5,185.89999999999998,4.28146267370714,0.2546145579532997,1.9104075903786546,2.3,11.45,9.149999999999999,36.508389261744966,8.57188663167986,2.0,44.0,38.5,42.0,0.2347922437833171,-2.9371694696559176,8.448896840360504,36.0,41.0,5.0,99.36409395973155,28.529919180071452,2.0,110.0,108.0,108.0,0.28712503725574684,-2.9777841882256078,7.115387031918662,108.0,109.0,1.0,1.5721476510067114,0.7624569429989119,1.0,3.0,1.0,2.0,0.48497794880186923,0.8943054116468874,-0.7164192178051478,1.0,2.0,1.0,600.0,2.0,-5.461744966442952,-0.42466146580739417,10.579567735935731,-3.1799033064055298,-2.1912751677852356,-0.0566225883373076,37.96306297221694,-1.4546737104719725,-5.9379194630872405,-0.05638942001274694,103.74624280586958,-4.382148846138037,0.043624161073825496,0.028540065861690556,1.5366177036298378,0.03552994737687354,0,0,-0.15493828684141708
813,8.806711409395971,34.234808890298055,-78.2,107.3,2.5,185.5,3.8873544617088944,0.059765566950129495,1.2241995235197969,2.3,13.3,11.0,39.035234899328856,2.740992909440577,28.0,44.0,39.0,16.0,0.07021843000329181,-0.6269510754265696,0.7557893454671509,37.0,41.0,4.0,106.6761744966443,9.833615958533255,2.0,110.0,109.0,108.0,0.09218193289114046,-6.746786976292567,55.214189503816456,108.0,109.0,1.0,1.587248322147651,0.749748514977833,1.0,3.0,1.0,2.0,0.47235741535601317,0.8383868802999997,-0.742975253673734,1.0,2.0,1.0,600.0,2.0,1.40704697986577,0.1901501065711304,9.689261744966442,-0.8825503355704711,2.5268456375838895,0.06921273955604579,38.08109619686801,0.9541387024608454,7.312080536912745,0.07358876074365495,103.7807606263982,2.895413870246088,0.015100671140939603,0.009605122732123883,1.5626398210290826,0.024608501118568382,0,0,-0.16523355824976943
814,13.285328836424958,37.69581000357739,-77.8,107.3,2.6,185.1,2.8374013521009105,-0.057744389828569435,0.44212968917858664,2.4,23.9,21.5,38.748735244519395,3.030688071747417,21.0,43.0,39.0,22.0,0.07821385788781522,-1.4222813840458008,5.020664002278837,37.0,41.0,4.0,106.33389544688028,11.987598370754238,2.0,110.0,109.0,108.0,0.1127354388774623,-5.986308442265688,42.17556346739886,108.0,109.0,1.0,1.4924114671163575,0.6879953394940844,1.0,3.0,1.0,2.0,0.4609957472542283,1.0551848673054947,-0.18203480421721974,1.0,2.0,1.0,600.0,3.0,4.478617427028986,0.508545950790519,9.830568225117043,3.454760611307915,-0.28649965480946094,-0.00733951404540889,38.097453135197746,0.6512821093216488,-0.34227904976401646,-0.0032085800918441043,104.12472130108536,2.2091741457949183,-0.09483685503129347,-0.0597492236772208,1.5506024800902398,-0.058191012973882295,0,0,-0.16600850127138245
815,11.730084033613444,37.91783007418824,-77.6,108.9,2.5,186.5,3.232528425672981,-0.0030007679387424684,0.5951975699992231,2.3,14.3,12.0,37.24201680672269,6.662517595232884,5.0,44.0,39.0,39.0,0.17889787306121963,-2.8268986639411278,8.590435340200306,37.0,41.0,4.0,103.46722689075631,19.884435097129,2.0,110.0,109.0,108.0,0.1921809996717469,-4.294906939508076,18.269374967904845,108.0,109.0,1.0,1.4840336134453782,0.6799167102483716,1.0,3.0,1.0,2.0,0.4581545216282912,1.070938813632207,-0.12359281439919867,1.0,2.0,1.0,600.0,2.0,-1.5552448028115133,-0.1170648330922327,11.274041426478126,0.4560426071353181,-1.5067184377967067,-0.03888432559898369,38.34199565019032,-1.0999788434676319,-2.866668556123969,-0.026959122903157717,105.49243227809363,-2.025205387337323,-0.008377853670979318,-0.005613635284622331,1.5212311342364622,-0.03719752079108396,0,0,-0.1766651156420172
816,14.555033557046979,29.42210438975365,-75.0,108.2,2.5,183.2,2.021438444263058,1.1352374924198956,1.267028640189058,2.3,13.1,10.8,34.37080536912752,11.764285220328876,2.0,44.0,39.0,42.0,0.34227551824827973,-2.0590462226800192,2.78093048657263,36.0,40.0,4.0,93.45805369127517,36.35205891183999,2.0,110.0,109.0,108.0,0.38896657351675257,-2.059337744170018,2.351565618946875,108.0,109.0,1.0,1.483221476510067,0.6918884336706518,1.0,3.0,1.0,2.0,0.4664768172711634,1.0961536049509601,-0.12572932369565804,1.0,2.0,1.0,600.0,2.0,2.824949523433535,0.24082943611814112,13.190148809028459,1.36488474801852,-2.8712114375951714,-0.0770960244311173,36.78718580678987,-2.4163804376623546,-10.00917319948114,-0.09673761924680857,101.08639200963724,-7.6283383183620685,-0.0008121369353111252,-0.0005472496902719781,1.4865555190239341,-0.0033340425138670415,0,0,-0.17552329672663225
817,10.9498322147651,33.4183749078917,-75.3,107.4,2.5,182.7,3.051953148910292,0.2583208276206678,1.2782369388669634,2.3,13.5,11.2,38.81879194630873,2.8651571092773587,27.0,43.0,39.0,16.0,0.0738085078288946,-0.7778894208014785,1.3034366165368763,37.0,41.0,4.0,106.67114093959732,10.275658078593793,10.0,110.0,109.0,100.0,0.09633025378825186,-6.699460849295964,52.2443405591763,108.0,109.0,1.0,1.5939597315436242,0.7444339737229011,1.0,3.0,1.0,2.0,0.46703436667247267,0.8136563138267788,-0.753995439082602,1.0,2.0,1.0,600.0,2.0,-3.6052013422818785,-0.24769447134227873,12.41164993514184,-1.4618177203767395,4.4479865771812115,0.12941176470588256,36.810538040719656,2.008253905589072,13.213087248322154,0.14137986750686715,101.19880717387628,5.4723337657210465,0.11073825503355716,0.07466063348416307,1.5204049404996898,0.07355479104393448,1,0,-0.15946026612309266
818,6.380872483221476,24.22591576943472,-77.6,106.0,2.7,183.6,3.796646278880645,0.5017807205351315,5.2149793900850305,2.5,2.7,0.20000000000000018,17.52181208053691,17.06816371227921,2.0,43.0,4.0,41.0,0.9741095061302699,0.333020281825119,-1.7520166984810486,2.0,37.0,35.0,48.70469798657718,52.47341106358658,2.0,110.0,2.0,108.0,1.077378840908695,0.24346584064860938,-1.9264277004019505,2.0,109.0,107.0,1.1996644295302012,0.4974555980961045,1.0,3.0,1.0,2.0,0.414662288762627,2.487710253959694,5.286694607909247,1.0,1.0,0.0,600.0,2.0,-4.568959731543624,-0.4172629901472549,10.628579418344518,-4.247706935123042,-21.296979865771817,-0.5486255186721993,30.237136465324387,-12.715324384787476,-57.96644295302014,-0.5434126085315214,82.94463087248322,-34.239932885906036,-0.394295302013423,-0.24736842105263168,1.425615212527964,-0.22595078299776272,1,0,-0.04542730030924863
819,12.855369127516779,38.231458576747144,-77.4,107.2,2.5,184.60000000000002,2.973968168281774,0.050336091813706976,0.35552036166284706,2.3,15.575,13.274999999999999,38.604026845637584,3.110986315961809,18.0,43.0,39.0,25.0,0.08058709337244603,-1.5922191654346907,6.40997414382219,37.0,41.0,4.0,106.46812080536913,11.82437265699961,2.0,110.0,109.0,108.0,0.11106021753324037,-6.932338587689823,52.25609067491187,108.0,109.0,1.0,1.5402684563758389,0.721848184703425,1.0,3.0,1.0,2.0,0.46865089115821496,0.9458789685486869,-0.48776992912098915,1.0,2.0,1.0,600.0,2.0,6.474496644295303,1.014672626873521,10.062024608501119,2.79334451901566,21.082214765100673,1.2031983146605385,31.64821029082775,6.955816554809836,57.763422818791945,1.1859928345046162,87.28131991051453,19.1868008948546,0.3406040268456376,0.2839160839160839,1.444630872483221,0.09563758389261778,0,0,-0.13174291881271583
820,15.170637583892615,32.50634317304178,-78.9,106.6,2.7,185.5,2.142714371316556,0.7260362986401885,1.2535790419395525,2.3,13.6,11.3,39.07046979865772,2.514843419773307,27.0,44.0,39.0,17.0,0.06436685897899558,-0.3271900873098415,0.292618749551933,37.0,41.0,4.0,105.96979865771812,12.918455066451676,2.0,110.0,109.0,108.0,0.12190695113216377,-6.122418124661839,40.508288566282054,108.0,109.0,1.0,1.6241610738255035,0.7445173051777219,1.0,3.0,1.0,2.0,0.4584011507085973,0.7316634113147215,-0.8497098956856726,1.0,2.0,1.0,600.0,2.0,2.3152684563758363,0.1801012816831551,11.468959731543622,3.7016778523489933,0.4664429530201346,0.012082753824756542,31.73210290827741,7.338366890380307,-0.4983221476510096,-0.004680482231502636,87.04753914988812,18.92225950782999,0.08389261744966459,0.05446623093681935,1.4546979865771812,0.16946308724832226,0,0,-0.14503779843763176
821,13.522315436241612,37.221631760741836,-77.0,106.0,2.5,183.0,2.7526078604099773,0.029181704044260376,0.2975137733575899,2.3,24.025,21.724999999999998,38.36409395973154,3.4289895149559353,17.0,43.0,39.0,26.0,0.08938017716657501,-1.96058520115877,7.766356134915911,37.0,41.0,4.0,106.23993288590604,12.409314040408171,2.0,110.0,109.0,108.0,0.11680461106592445,-6.3985042127512886,46.24985595536422,108.0,109.0,1.0,1.4899328859060403,0.6672905170490514,1.0,3.0,1.0,2.0,0.4478661578392282,1.0218453574073323,-0.16101239336945383,1.0,2.0,1.0,600.0,2.0,-1.6483221476510028,-0.1086521340013491,13.849440715883668,-0.32712527964205584,-0.7063758389261778,-0.01807953276646923,38.67953020134229,-0.31543624161074746,0.27013422818792776,0.0025491624180626893,106.22595078299776,0.01398210290828672,-0.13422818791946312,-0.08264462809917361,1.5514541387024607,-0.0615212527964204,0,0,-0.16633099470916424
822,13.977554438860972,33.69133826185846,-75.3,107.6,2.6,182.89999999999998,2.4103886276549504,0.4823892884383448,1.1504659182243877,2.3,13.8,11.5,37.8391959798995,5.947556434401148,4.0,44.0,39.0,40.0,0.15717977827965848,-3.5523342917093386,14.951019788070834,37.0,41.0,4.0,104.21608040201005,19.264457903150287,2.0,110.0,109.0,108.0,0.18485110770658697,-4.623978573675893,20.768142906679348,108.0,109.0,1.0,1.5644891122278057,0.7427131122305867,1.0,3.0,1.0,2.0,0.47473204282833004,0.8970553934606433,-0.6380098059542343,1.0,2.0,1.0,600.0,2.0,0.45523900261935957,0.033665758262025,14.223502486331734,-0.24594804747076182,-0.5248979798320406,-0.013682011632621727,38.424586579429594,-0.5853905995300934,-2.0238524838959933,-0.019049828335918284,105.47527064854474,-1.2591902465346863,0.0745562263217654,0.05003998973848223,1.5595276906531164,0.004961421574689373,0,0,-0.18666409435407127
823,14.653523489932885,35.43694370513337,-75.1,107.3,2.5,182.39999999999998,2.418322373419533,0.18764605051815125,0.7390716789947263,2.3,14.325000000000001,12.025000000000002,35.41442953020134,10.462468811117054,2.0,44.0,38.0,42.0,0.295429545242136,-2.4588917816853386,4.811408836390426,36.0,41.0,5.0,97.24328859060402,31.137745560312492,2.0,110.0,109.0,108.0,0.32020457156074755,-2.620935893458113,5.133339062021879,108.0,109.0,1.0,1.4798657718120805,0.6869227315319895,1.0,3.0,1.0,2.0,0.4641790793572174,1.0999803960786274,-0.099303669155832,1.0,2.0,1.0,600.0,2.0,0.6759690510719132,0.04836103869447683,14.05113112167849,0.6023923682543959,-2.4247664496981614,-0.06408081321247461,37.205906489944134,-1.7914769597427949,-6.972791811406026,-0.06690706256183032,102.56643395950671,-5.323145368902686,-0.08462334041572528,-0.05409007947343469,1.5114292566486418,-0.03156348483656135,0,0,-0.1933514287660676
824,11.76996644295302,33.362543592430946,-76.3,108.2,2.5,184.5,2.8345487435442904,0.22257810634878514,0.9300620262184967,2.3,13.825000000000001,11.525000000000002,36.16778523489933,8.821023538288634,2.0,44.0,38.0,42.0,0.24389172521896577,-2.8398230125028787,7.555303444368789,36.0,41.0,5.0,98.79026845637584,29.190558608231246,2.0,110.0,109.0,108.0,0.2954801020823353,-2.8641486881969427,6.514794428609056,108.0,109.0,1.0,1.5033557046979866,0.701730500342018,1.0,3.0,1.0,2.0,0.46677609174536017,1.0395298657185665,-0.2620348926179119,1.0,2.0,1.0,600.0,2.0,-2.883557046979865,-0.1967825041506841,13.467014790582292,-1.6970483476292717,0.753355704697988,0.02127256360449148,36.47380358166673,-0.30601834676740225,1.5469798657718172,0.015908345842607474,100.08321248299664,-1.2929440266208019,0.023489932885906173,0.01587301587301604,1.5159035295792906,-0.012547824881304015,0,0,-0.19420966324237354
825,14.431879194630872,25.718847494837174,-73.0,107.6,2.5,180.6,1.7820858356689557,0.707463938247618,0.9149501331357137,2.5,7.325,4.825,9.390939597315436,13.050767778942156,2.0,43.0,2.0,41.0,1.3897190631140834,1.599355366001663,0.9156713964378449,2.0,9.0,7.0,25.572147651006713,42.66322876305879,2.0,109.0,2.0,107.0,1.6683475062517577,1.3182636528308584,-0.1855428516540516,2.0,3.0,1.0,1.424496644295302,0.9835643882690515,1.0,4.0,1.0,3.0,0.6904645175598995,2.0619668969293636,2.4916196980595897,1.0,1.0,0.0,600.0,2.0,2.6619127516778516,0.2261614563286718,13.618456375838926,0.8134228187919454,-26.77684563758389,-0.7403507144182594,26.99105145413871,-17.600111856823276,-73.21812080536913,-0.741147098286316,73.86856823266218,-48.29642058165547,-0.07885906040268464,-0.052455357142857206,1.4692393736017895,-0.04474272930648748,1,1,0.057389839752391536
826,17.79211409395973,35.425448596964934,-74.7,106.8,2.75,181.5,1.9910758446064356,0.4618762466553676,0.34484465300129985,2.4,41.7,39.300000000000004,38.869127516778526,3.6113248450746327,7.0,44.0,39.0,37.0,0.0929098509740344,-4.099129713985279,30.293773162313578,37.0,41.0,4.0,105.40939597315436,14.660649175817117,2.0,110.0,109.0,108.0,0.13908294455601367,-5.463562111611476,32.180473485868234,108.0,109.0,1.0,1.5671140939597314,0.7009182887219394,1.0,3.0,1.0,2.0,0.4472669165720299,0.8302395093404513,-0.5677570822545852,1.0,2.0,1.0,600.0,2.0,3.360234899328857,0.23283418978305837,14.664653243847873,3.1274608501118557,29.47818791946309,3.1390030373414337,28.14261744966444,10.726510067114088,79.83724832214764,3.1220392362705853,76.59060402684564,28.81879194630872,0.14261744966442946,0.10011778563015317,1.4983221476510067,0.06879194630872476,1,0,-0.1012576706735786
827,12.193456375838926,29.8533762706344,-75.6,107.4,2.5,183.0,2.4483112376395777,1.0507602833954348,1.9643699123963865,2.4,8.325000000000001,5.925000000000001,27.783557046979865,16.401735861149728,2.0,44.0,37.0,42.0,0.5903396686542205,-0.7863715648213432,-1.2350166644994722,4.75,40.0,35.25,76.41946308724832,48.1999883926934,2.0,109.0,108.0,107.0,0.6307292206131223,-0.8763102517434369,-1.2035053058633045,2.0,109.0,107.0,1.354026845637584,0.6167144383243872,1.0,3.0,1.0,2.0,0.4554669209929799,1.5361202120537543,1.1677757825055108,1.0,2.0,1.0,600.0,2.0,-5.598657718120803,-0.31467074056261246,14.805816554809843,-2.612360178970917,-11.085570469798661,-0.28520245186911863,25.34787472035795,2.435682326621915,-28.989932885906043,-0.27502228447726984,69.13366890380314,7.2857941834451765,-0.21308724832214754,-0.1359743040685224,1.448545861297539,-0.09451901565995513,0,0,-0.10336623330017475
828,12.412919463087249,37.63228433677109,-77.1,106.7,2.5,183.8,3.031702932471252,-0.03552288495007631,0.24151996353975314,2.3,23.1,20.8,38.63926174496644,4.030022056191657,11.0,44.0,39.0,33.0,0.10429862979244553,-3.4319968036735458,18.262446925346776,37.0,41.0,4.0,106.28691275167785,11.40469738983545,2.0,110.0,109.0,108.0,0.1073010504734546,-6.123568535444131,42.62432879167912,108.0,109.0,1.0,1.5,0.6896595189663087,1.0,3.0,1.0,2.0,0.45977301264420584,1.0307172252706536,-0.2298193259998249,1.0,2.0,1.0,600.0,2.0,0.21946308724832342,0.017998431329379727,14.132829977628633,-1.7199105145413842,10.855704697986575,0.3907240775409142,35.097315436241615,3.5419463087248246,29.86744966442953,0.39083563869494586,96.03859060402685,10.248322147650995,0.1459731543624161,0.10780669144981414,1.4737136465324383,0.026286353467561696,0,0,-0.15823894799311172
829,12.273825503355706,34.204320619454016,-74.5,108.7,2.6,183.2,2.786769341808097,0.42821551259479934,1.427076975597271,2.4,13.5,11.1,39.23489932885906,2.5716992694919503,30.0,44.0,39.0,14.0,0.0655462181242389,-0.3626380701770767,-0.03573814669061148,37.0,41.0,4.0,105.17785234899328,14.71951472363036,2.0,110.0,109.0,108.0,0.13994880476156868,-5.374181885463246,30.682016012998147,108.0,109.0,1.0,1.645973154362416,0.7824764990381552,1.0,3.0,1.0,2.0,0.47538837250432264,0.7104977362511953,-1.013944740128533,1.0,2.0,1.0,600.0,2.0,-0.13909395973154304,-0.01120557981103254,12.293400447427294,-0.019574944071587552,0.5956375838926178,0.015415345868253105,35.219239373601795,4.015659955257263,-1.1090604026845625,-0.010434590430486002,95.96140939597315,9.216442953020135,0.1459731543624161,0.09731543624161065,1.5,0.1459731543624161,0,0,-0.17934819050554962
830,14.981574539363484,37.159785520543224,-77.2,105.8,2.6,183.0,2.480365826896725,-0.015349965692966863,0.2147093744785442,2.4,43.5,41.1,38.867671691792296,2.7758988095313746,27.0,43.0,39.0,16.0,0.07141922036244745,-0.8234135191684929,1.2545262228603322,37.0,41.0,4.0,106.25628140703517,12.382724282059641,2.0,110.0,109.0,108.0,0.11653639783068662,-6.249728420479154,42.9033148553829,108.0,109.0,1.0,1.4723618090452262,0.6614935940089237,1.0,3.0,1.0,2.0,0.4492738061698833,1.0762447342780601,-0.045211149221206615,1.0,2.0,1.0,600.0,2.0,2.707749036007778,0.22061166139827137,13.222773168602146,1.7588013707613381,-0.36722763706676176,-0.009359719111007081,38.91394425520594,-0.04627256341364472,1.0784290580418912,0.01025338542247023,105.90701550256877,0.3492659044664066,-0.1736113453171899,-0.10547641366875149,1.5394449878025471,-0.06708317875732095,0,0,-0.1588690783529766
831,14.208892617449665,32.019803296419404,-74.7,107.8,2.6,182.5,2.2535044889491602,0.6502648445068641,1.4587521976056772,2.4,13.8,11.4,37.58389261744966,6.232579806191851,5.0,44.0,39.0,39.0,0.16583114127189033,-2.9809792947775478,10.34759330504513,37.0,41.0,4.0,104.35906040268456,19.045948909728175,2.0,110.0,109.0,108.0,0.1825040282677577,-4.794502385529975,22.113237394455325,108.0,109.0,1.0,1.5956375838926173,0.7509642627289272,1.0,3.0,1.0,2.0,0.47063585760929616,0.8160326851258779,-0.7757719080204053,1.0,2.0,1.0,600.0,2.0,-0.7726819219138186,-0.051575481594649975,13.82143088672295,0.38746173072671475,-1.2837790743426325,-0.03302948230402303,38.562154546033675,-0.9782619285840113,-1.8972210043506124,-0.017855142107626953,105.26439805290433,-0.9053376502197636,0.12327577484739116,0.08372655015232366,1.5713241824334194,0.024313401459197914,0,0,-0.1844429470640599
832,14.360402684563757,40.945281081741065,-75.2,107.7,2.5,182.9,2.8512627383181846,-0.16838123796539875,-0.1172793298540249,2.3,53.5,51.2,39.07214765100671,2.5797849076539654,27.0,44.0,39.0,17.0,0.066026186497263,-0.460102378395258,0.16436586797404695,37.0,41.0,4.0,106.81040268456375,10.271734530143421,10.0,110.0,109.0,100.0,0.09616792252415965,-6.754310376544886,50.75249272499267,108.0,109.0,1.0,1.5,0.6945163361480208,1.0,3.0,1.0,2.0,0.4630108907653472,1.0393710838435564,-0.23414148526751566,1.0,2.0,1.0,600.0,2.0,0.1515100671140921,0.010663045403554117,14.516956613792303,-0.15655392922854539,1.4882550335570457,0.039598214285714306,38.50790398674956,0.5642436642571482,2.4513422818791923,0.02348950127013727,105.8085814980945,1.0018211864692574,-0.09563758389261734,-0.05993690851735012,1.5226664643126142,-0.02266646431261421,0,0,-0.12241060851566626
833,19.334228187919464,37.57859934834103,-76.1,108.0,2.6,184.1,1.9436306938707348,0.050075434636224936,0.06605723813154274,2.4,56.75,54.35,36.8255033557047,7.6610827447455145,2.0,43.0,38.0,41.0,0.20803742098907996,-3.2020450853335647,10.439664945284001,36.0,41.0,5.0,100.51510067114094,27.08929721656373,2.0,110.0,109.0,108.0,0.26950475138250923,-3.164474077633116,8.46382687892752,109.0,109.0,0.0,1.4228187919463087,0.6128177987815074,1.0,3.0,1.0,2.0,0.4307068491436067,1.1512462276584579,0.25719103633294704,1.0,2.0,1.0,600.0,2.0,4.973825503355707,0.34635696592980336,15.967841163310963,3.3663870246085015,-2.246644295302012,-0.05749989264396438,37.827181208053695,-1.0016778523489975,-6.295302013422813,-0.05893903454342664,103.89485458612974,-3.3797539149887967,-0.07718120805369133,-0.05145413870246085,1.506152125279642,-0.08333333333333326,1,0,-0.12867438876450932
834,15.021476510067115,34.588108538485244,-77.3,108.2,2.5,185.5,2.3025771478126624,0.29890486217863,0.6313658553168735,2.3,18.525,16.224999999999998,34.669463087248324,11.256511409979776,2.0,44.0,38.0,42.0,0.32468086920330763,-2.220237227322593,3.51437576584091,36.0,41.0,5.0,96.63926174496645,32.71921392891847,2.0,110.0,109.0,108.0,0.3385706113449556,-2.4559100939975362,4.204157891394725,108.0,109.0,1.0,1.4563758389261745,0.6454309638496852,1.0,3.0,1.0,2.0,0.4431760996018576,1.1009866695872774,0.05702312688058697,1.0,2.0,1.0,600.0,2.0,-4.312751677852349,-0.2230630380449875,16.238702460850114,-1.2172259507829981,-2.1560402684563726,-0.05854747585201381,36.85570469798659,-2.1862416107382643,-3.875838926174495,-0.0385597676398417,101.32158836689037,-4.68232662192392,0.033557046979865834,0.02358490566037741,1.4597315436241611,-0.003355704697986628,0,0,-0.1719402963570928
835,12.600335570469797,38.95981553829483,-75.1,104.6,2.5,179.7,3.091966505209689,-0.09075138442418852,0.11289760618301381,2.3,36.224999999999994,33.925,36.486577181208055,7.510988322154791,6.0,44.0,38.0,38.0,0.20585620527932746,-2.334856847876968,5.177560378277841,36.0,41.0,5.0,100.53020134228188,27.527967638609546,2.0,110.0,109.0,108.0,0.27382783751604395,-3.1501321728419716,8.236549886259066,109.0,109.0,0.0,1.4479865771812082,0.6577113155552679,1.0,3.0,1.0,2.0,0.45422473241128575,1.167620126492242,0.1411776649234726,1.0,2.0,1.0,600.0,2.0,-2.4211409395973185,-0.16117862568135122,15.652013422818792,-3.0516778523489947,1.8171140939597308,0.052412524802787575,35.993847874720366,0.4927293064876892,3.8909395973154375,0.04026251367258715,99.2281879194631,1.3020134228187885,-0.008389261744966348,-0.005760368663594417,1.442393736017897,0.005592841163311046,0,0,-0.15119403562333777
836,7.799161073825504,23.471163411728487,-75.0,107.9,2.4,182.9,3.0094471943269965,1.7512817563796612,7.389252739245304,2.4,2.6,0.20000000000000018,20.124161073825505,18.14474075158085,2.0,43.0,14.0,41.0,0.9016396104670824,0.07619613078975368,-1.9145419677793172,2.0,39.0,37.0,54.56375838926174,52.78159497752771,2.0,110.0,49.0,108.0,0.9673379645327957,0.026666481180479443,-1.976865694378201,2.0,109.0,107.0,1.3238255033557047,0.6462583684126989,1.0,3.0,1.0,2.0,0.48817488919387647,1.7782951032897787,1.6952108303557418,1.0,1.0,0.0,600.0,2.0,-4.801174496644293,-0.3810354470158991,11.806991051454139,-4.007829977628635,-16.36241610738255,-0.44845028970845213,30.42673378076063,-10.302572706935127,-45.96644295302014,-0.45724013619066695,83.91107382550335,-29.347315436241608,-0.12416107382550345,-0.08574739281575905,1.4093959731543624,-0.08557046979865768,0,0,-0.06529364386001524
