window_10min,SVM_Z_CURRENT_mean,SVM_Z_CURRENT_std,SVM_Z_CURRENT_min,SVM_Z_CURRENT_max,SVM_Z_CURRENT_median,SVM_Z_CURRENT_range,SVM_Z_CURRENT_cv,SVM_Z_CURRENT_skew,SVM_Z_CURRENT_kurt,SVM_Z_CURRENT_q25,SVM_Z_CURRENT_q75,SVM_Z_CURRENT_iqr,SVM_Z_EFFECTIVE_LOAD_RATIO_mean,SVM_Z_EFFECTIVE_LOAD_RATIO_std,SVM_Z_EFFECTIVE_LOAD_RATIO_min,SVM_Z_EFFECTIVE_LOAD_RATIO_max,SVM_Z_EFFECTIVE_LOAD_RATIO_median,SVM_Z_EFFECTIVE_LOAD_RATIO_range,SVM_Z_EFFECTIVE_LOAD_RATIO_cv,SVM_Z_EFFECTIVE_LOAD_RATIO_skew,SVM_Z_EFFECTIVE_LOAD_RATIO_kurt,SVM_Z_EFFECTIVE_LOAD_RATIO_q25,SVM_Z_EFFECTIVE_LOAD_RATIO_q75,SVM_Z_EFFECTIVE_LOAD_RATIO_iqr,SVM_Z_PEAK_LOAD_RATIO_mean,SVM_Z_PEAK_LOAD_RATIO_std,SVM_Z_PEAK_LOAD_RATIO_min,SVM_Z_PEAK_LOAD_RATIO_max,SVM_Z_PEAK_LOAD_RATIO_median,SVM_Z_PEAK_LOAD_RATIO_range,SVM_Z_PEAK_LOAD_RATIO_cv,SVM_Z_PEAK_LOAD_RATIO_skew,SVM_Z_PEAK_LOAD_RATIO_kurt,SVM_Z_PEAK_LOAD_RATIO_q25,SVM_Z_PEAK_LOAD_RATIO_q75,SVM_Z_PEAK_LOAD_RATIO_iqr,SVM_Z_POSITION_mean,SVM_Z_POSITION_std,SVM_Z_POSITION_min,SVM_Z_POSITION_max,SVM_Z_POSITION_median,SVM_Z_POSITION_range,SVM_Z_POSITION_cv,SVM_Z_POSITION_skew,SVM_Z_POSITION_kurt,SVM_Z_POSITION_q25,SVM_Z_POSITION_q75,SVM_Z_POSITION_iqr,n_samples,n_runs,SVM_Z_CURRENT_mean_diff,SVM_Z_CURRENT_mean_pct_change,SVM_Z_CURRENT_mean_ma3,SVM_Z_CURRENT_mean_ma_dev,SVM_Z_EFFECTIVE_LOAD_RATIO_mean_diff,SVM_Z_EFFECTIVE_LOAD_RATIO_mean_pct_change,SVM_Z_EFFECTIVE_LOAD_RATIO_mean_ma3,SVM_Z_EFFECTIVE_LOAD_RATIO_mean_ma_dev,SVM_Z_PEAK_LOAD_RATIO_mean_diff,SVM_Z_PEAK_LOAD_RATIO_mean_pct_change,SVM_Z_PEAK_LOAD_RATIO_mean_ma3,SVM_Z_PEAK_LOAD_RATIO_mean_ma_dev,SVM_Z_POSITION_mean_diff,SVM_Z_POSITION_mean_pct_change,SVM_Z_POSITION_mean_ma3,SVM_Z_POSITION_mean_ma_dev,anomaly_ensemble,anomaly_if,anomaly_score
332,15.53808724832215,35.52784741412644,-76.9,108.4,2.6,185.3,2.286500702843128,0.2685355363369067,0.6951862124495367,2.4,19.025,16.625,38.718120805369125,3.9018729170760786,11.0,44.0,39.0,33.0,0.10077640226110864,-3.2913771472238027,17.82322513307965,37.0,41.0,4.0,106.33221476510067,13.688995855195017,2.0,110.0,109.0,108.0,0.12873799238956402,-5.775616837221557,36.462089776715636,109.0,110.0,1.0,1.5771812080536913,0.7441081339480263,1.0,3.0,1.0,2.0,0.47179622109896135,0.8612053643653242,-0.6918786408550903,1.0,2.0,1.0,600.0,2.0,-4.695637583892619,-0.23206985480085918,13.837248322147653,1.7008389261744963,7.689597315436238,0.24782350078408033,34.33557046979866,4.382550335570464,20.602348993288587,0.24031705646345047,95.2628635346756,11.06935123042507,-0.261744966442953,-0.14233576642335766,1.6342281879194631,-0.057046979865771785,0,0,-0.14947183097588684
333,14.281879194630873,36.74996699924894,-75.1,109.2,2.6,184.3,2.573188478800795,0.13802070098267405,0.4612821220838912,2.4,16.0,13.6,38.88255033557047,2.8502627104304743,24.0,44.0,39.0,20.0,0.07330441768432565,-1.0851288678539364,3.323074712461561,37.0,41.0,4.0,107.31711409395973,9.810735453825258,2.0,110.0,109.0,108.0,0.09141818186832372,-6.89702838476621,56.91760858154192,109.0,110.0,1.0,1.5570469798657718,0.7136842541319695,1.0,3.0,1.0,2.0,0.45835755976579073,0.8816119197469042,-0.5480680821441237,1.0,2.0,1.0,600.0,2.0,-1.2562080536912763,-0.08084702020365642,16.684563758389263,-2.40268456375839,0.1644295302013461,0.0042468365401284736,36.209731543624166,2.6728187919463053,0.9848993288590577,0.009262473569602747,99.79306487695749,7.5240492170022435,-0.020134228187919545,-0.012765957446808529,1.657718120805369,-0.10067114093959728,0,0,-0.1785991160823009
334,9.923154362416106,35.75344986515519,-76.4,108.2,2.6,184.60000000000002,3.6030327211850284,-0.11507274717877197,0.751321281016736,2.4,14.225,11.825,38.939597315436245,2.690108086721588,26.0,44.0,39.0,18.0,0.06908412701163678,-0.5453549061608473,0.6832399868227994,37.0,41.0,4.0,106.05704697986577,14.72447573092945,2.0,110.0,109.0,108.0,0.13883543008438462,-5.659404806048416,33.37017821911379,109.0,109.0,0.0,1.5738255033557047,0.7467033180119118,1.0,3.0,1.0,2.0,0.47445114875810174,0.8738357591622479,-0.6848956847808925,1.0,2.0,1.0,600.0,2.0,-4.358724832214767,-0.3051926691729324,13.247706935123043,-3.3245525727069367,0.057046979865774006,0.0014671614740657812,38.84675615212529,0.0928411633109576,-1.2600671140939568,-0.011741529994840572,106.56879194630874,-0.5117449664429614,0.016778523489932917,0.010775862068965525,1.5693512304250559,0.004474272930648837,0,0,-0.17241554157804456
335,13.720973154362417,34.80178609913627,-75.6,108.3,2.6,183.89999999999998,2.536393425423434,0.46296791679347843,0.665768075320071,2.4,14.5,12.1,38.80201342281879,2.6551480307820396,27.0,44.0,39.0,17.0,0.06842809938364161,-0.59506713767062,0.8819577689239178,37.0,41.0,4.0,106.11744966442953,13.116913100389755,2.0,110.0,109.0,108.0,0.1236075041557141,-5.747708694278707,37.563283650025106,109.0,109.0,0.0,1.5520134228187918,0.6973992308674302,1.0,3.0,1.0,2.0,0.44935128821296044,0.8703725705623184,-0.5017607630995591,1.0,2.0,1.0,600.0,2.0,3.7978187919463107,0.3827229380135946,12.642002237136467,1.0789709172259503,-0.13758389261745663,-0.003533264391589297,38.87472035794184,-0.07270693512305115,0.06040268456375486,0.0005695301376364981,106.49720357941834,-0.37975391498881095,-0.02181208053691286,-0.013859275053304976,1.560961968680089,-0.00894854586129723,0,0,-0.19136366966369628
336,13.037792642140468,34.16041588168771,-75.9,109.1,2.6,185.0,2.6201073156567287,0.4828844607055602,1.2648743894999317,2.4,13.8,11.4,35.36120401337793,10.842096437697784,2.0,44.0,39.0,42.0,0.3066099342543873,-2.379914162481441,4.290149558813041,36.25,41.0,4.75,97.30936454849498,32.30336125450793,2.0,110.0,109.0,108.0,0.33196559657328006,-2.52940806408263,4.572416997503583,109.0,109.0,0.0,1.5133779264214047,0.7128786297010664,1.0,3.0,1.0,2.0,0.47105129343783175,1.0218453218486334,-0.33485816583530337,1.0,2.0,1.0,600.0,2.0,-0.6831805122219485,-0.04979096632112712,12.227306719639664,0.8104859225008045,-3.4408094094408597,-0.08867605327452877,37.700938250544326,-2.3397342371663967,-8.808085115934546,-0.08300317378327471,103.16128706426343,-5.85192251576845,-0.03863549639738717,-0.024893790111181313,1.546405617531967,-0.03302769111056225,0,0,-0.19143179497917945
337,13.61543624161074,33.07436688003651,-77.8,109.0,2.6,186.8,2.4291815769337206,0.41439521833976317,1.2501628513077856,2.4,14.2,11.799999999999999,35.4244966442953,10.174246805809997,2.0,44.0,38.0,42.0,0.2872093542491715,-2.4679061027494438,5.007764050636872,36.0,41.0,5.0,96.68288590604027,33.02718680057492,2.0,110.0,109.0,108.0,0.34160323713001145,-2.413738030742378,4.00437603405573,109.0,110.0,1.0,1.5067114093959733,0.6968996821606804,1.0,3.0,1.0,2.0,0.462530301300407,1.0197065926947668,-0.27596874558501305,1.0,2.0,1.0,600.0,2.0,0.5776435994702709,0.04430532186892,13.458067346037874,0.1573688955728656,0.06329263091737403,0.0017898890233891684,36.529238026830676,-1.104741382535373,-0.626478642454714,-0.006438009798558575,100.0365667063216,-3.3536808002813245,-0.006666517025431418,-0.004405057658793399,1.524034252878723,-0.017322843482749706,0,0,-0.1832115318052433
338,13.301342281879196,30.863199345263983,-73.6,107.8,2.6,181.39999999999998,2.320307130755504,0.5607362270008599,1.6277675783127483,2.4,14.0,11.6,36.45469798657718,9.418538562225585,2.0,43.0,39.0,41.0,0.2583628196753555,-2.858827909492614,7.152422050506072,37.0,41.0,4.0,99.25671140939598,29.248564517081057,2.0,111.0,109.0,109.0,0.29467593779570145,-2.8430566182438213,6.439135846887842,109.0,110.0,1.0,1.5335570469798658,0.7151762538361415,1.0,3.0,1.0,2.0,0.4663512552366962,0.9580359412734826,-0.4437710824867631,1.0,2.0,1.0,600.0,2.0,-0.31409395973154375,-0.02306896041800166,13.318190388543469,-0.016848106664273388,1.0302013422818774,0.029081608487661503,35.74679954808348,0.7078984384937002,2.5738255033557067,0.026621314405706142,97.74965395464375,1.5070574547522284,0.02684563758389258,0.017817371937639104,1.517882127599081,0.015674919380784802,0,0,-0.17617560619719352
339,14.481543624161073,36.74382945920996,-76.8,108.2,2.6,185.0,2.537286798480957,0.19174016146294978,0.4269101494927674,2.4,19.2,16.8,39.21979865771812,2.308262970847652,35.0,43.0,39.0,8.0,0.058854533930489866,-0.05303270338160043,-1.286901842580966,37.0,41.0,4.0,106.83724832214764,11.162302485835585,11.0,110.0,109.0,99.0,0.10447950186977635,-6.113507209386542,42.47859453638133,109.0,109.0,0.0,1.5385906040268456,0.7030694003390277,1.0,3.0,1.0,2.0,0.45695677492045855,0.9228389952428779,-0.4493957241539781,1.0,2.0,1.0,600.0,2.0,1.1802013422818778,0.08872798829406103,13.799440715883671,0.6821029082774022,2.7651006711409423,0.07585032448106044,37.03299776286354,2.186800894854585,7.580536912751668,0.07637304122927113,100.92561521252794,5.9116331096197,0.00503355704697972,0.003282275711159688,1.5262863534675615,0.01230425055928408,0,0,-0.15084684969043727
340,12.605536912751678,36.36244234080752,-75.7,108.5,2.6,184.2,2.884640503017647,0.10007371085282528,0.4891575217013102,2.4,14.9,12.5,38.6996644295302,3.8552027342926234,11.0,44.0,39.0,33.0,0.09961850551217878,-3.3632419471326824,18.32368192445647,37.0,41.0,4.0,106.65771812080537,12.899884339045322,2.0,111.0,109.0,109.0,0.12094656220222458,-6.236607358905131,42.380702226620095,109.0,109.0,0.0,1.5620805369127517,0.7085350256540144,1.0,3.0,1.0,2.0,0.4535841839847396,0.8581911544430834,-0.5600538944479001,1.0,2.0,1.0,600.0,2.0,-1.8760067114093957,-0.12954466458116087,13.462807606263985,-0.8572706935123069,-0.5201342281879207,-0.013262032085561537,38.12472035794184,0.5749440715883622,-0.17953020134227415,-0.0016804083235177902,104.25055928411632,2.4071588366890495,0.023489932885906173,0.01526717557251911,1.5447427293064875,0.017337807606264244,0,0,-0.18623938332574141
341,13.437080536912752,36.45050910919562,-75.1,109.0,2.6,184.1,2.7126807053856017,0.09686982243713424,0.6323679952288153,2.4,15.125,12.725,39.24832214765101,2.4250957954387857,28.0,44.0,39.0,16.0,0.061788521463813105,-0.2974385505457502,-0.18683493000048879,37.0,41.0,4.0,107.6006711409396,9.836047553849356,11.0,110.0,109.0,99.0,0.09141251118188393,-7.301685859120354,62.071914293659304,109.0,110.0,1.0,1.5419463087248322,0.7052639320985616,1.0,3.0,1.0,2.0,0.4573855315894916,0.9156800194523819,-0.46810702243849,1.0,2.0,1.0,600.0,2.0,0.8315436241610747,0.06596653755540482,13.50805369127517,-0.07097315436241836,0.5486577181208077,0.014177324951224923,39.05592841163312,0.19239373601789111,0.942953020134226,0.008840926252202452,107.03187919463086,0.5687919463087354,-0.020134228187919545,-0.012889366272824998,1.547539149888143,-0.005592841163310824,1,0,-0.1604763466641672
342,14.500503355704696,31.060717168261128,-76.4,108.8,2.7,185.2,2.1420440660800524,1.0409748176657694,2.127904737893296,2.4,13.6,11.2,39.18288590604027,2.416701494047297,28.0,44.0,39.0,16.0,0.06167747571841686,-0.2690057883244994,0.5977035934546402,37.0,41.0,4.0,106.47651006711409,12.172753093853999,10.0,110.0,109.0,100.0,0.11432336659213652,-5.2850009786058525,30.877100168254536,109.0,110.0,1.0,1.6375838926174497,0.7466655521260592,1.0,3.0,1.0,2.0,0.4559556035523886,0.6991851718932011,-0.8922957626960173,1.0,2.0,1.0,600.0,2.0,1.0634228187919437,0.07914091278017077,13.514373601789709,0.9861297539149874,-0.06543624161074035,-0.0016672366621067747,39.04362416107383,0.13926174496643995,-1.1241610738255048,-0.010447528457820043,106.91163310961969,-0.4351230425055945,0.09563758389261756,0.06202393906420034,1.580536912751678,0.057046979865771785,1,0,-0.14208542010847885
343,17.008724832214764,37.04316570475636,-75.4,107.8,2.7,183.2,2.177891997793749,0.17214212919807775,0.17359455326584827,2.5,44.625,42.125,38.77348993288591,2.5603377997127605,27.0,43.0,39.0,16.0,0.06603320475264206,-0.4916428722154369,0.3881231772167628,37.0,41.0,4.0,106.6996644295302,11.404351221264605,2.0,110.0,109.0,108.0,0.10688272809701861,-6.185592983117814,45.8032412628044,109.0,110.0,1.0,1.49496644295302,0.6698612666210003,1.0,3.0,1.0,2.0,0.4480777945074256,1.0088922652145527,-0.19195340992291232,1.0,2.0,1.0,600.0,2.0,2.5082214765100677,0.17297478680443867,14.982102908277406,2.0266219239373573,-0.4093959731543606,-0.01044833640217524,39.0682326621924,-0.2947427293064919,0.22315436241611053,0.002095808383233644,106.92561521252794,-0.2259507829977423,-0.14261744966442969,-0.08709016393442637,1.558165548098434,-0.06319910514541394,0,0,-0.15835372729881653
344,11.10973154362416,34.620419572217514,-75.5,108.2,2.6,183.7,3.1162246753015435,0.041283632547014316,1.078152957394476,2.4,14.2,11.799999999999999,35.508389261744966,10.340664449962006,2.0,43.0,38.0,41.0,0.2912175028198911,-2.5080569660763405,5.043973623149757,36.0,41.0,5.0,97.41275167785236,32.37792751339409,2.0,111.0,109.0,109.0,0.3323787384681332,-2.5068825373166104,4.497308467924708,109.0,110.0,1.0,1.50503355704698,0.7135953462570808,1.0,3.0,1.0,2.0,0.47413915983190646,1.0516022799706706,-0.288585390418711,1.0,2.0,1.0,600.0,2.0,-5.898993288590603,-0.34682160754448954,14.206319910514543,-3.0965883668903817,-3.2651006711409423,-0.08420961530139781,37.82158836689039,-2.313199105145422,-9.286912751677846,-0.08703788152784109,103.52964205816555,-6.116890380313194,0.010067114093959884,0.006734006734006925,1.54586129753915,-0.04082774049216997,0,0,-0.18391159539975332
345,14.62214765100671,35.96361671390336,-79.7,108.7,2.7,188.4,2.4595304036221606,0.2749155873338287,0.6982126664398742,2.4,15.025,12.625,38.921140939597315,2.5533940583226546,29.0,44.0,39.0,15.0,0.06560429619176196,-0.4854935996303631,0.4470907747738706,37.0,41.0,4.0,106.6761744966443,12.180608757803371,2.0,111.0,109.0,109.0,0.11418302929663583,-5.896729337599533,40.82680473116601,109.0,110.0,1.0,1.5671140939597314,0.712806544690751,1.0,3.0,1.0,2.0,0.45485299853928013,0.8497033103021411,-0.587471518380609,1.0,2.0,1.0,600.0,2.0,3.512416107382549,0.3161567040202977,14.246868008948546,0.3752796420581639,3.4127516778523486,0.09611113736237775,37.73434004474274,1.1868008948545778,9.263422818791938,0.09509456061180188,103.59619686800896,3.0799776286353335,0.062080536912751505,0.041248606465997595,1.5223713646532435,0.04474272930648793,0,0,-0.17485641008259517
346,15.146644295302016,34.816335953464744,-75.1,108.2,2.6,183.3,2.298617124339786,0.4858579405167692,0.7138017010152518,2.4,15.025,12.625,34.803691275167786,10.57903681650806,2.0,44.0,38.0,42.0,0.30396306911434234,-2.158324695453619,3.489933600811635,36.0,41.0,5.0,95.99664429530202,33.98496932440611,2.0,110.0,109.0,108.0,0.35402247207582127,-2.309217719678616,3.5099168303493586,109.0,110.0,1.0,1.4630872483221478,0.6510339797545937,1.0,3.0,1.0,2.0,0.4449727659790571,1.087852156046958,0.013200254793248156,1.0,2.0,1.0,600.0,2.0,0.5244966442953061,0.035870014228668756,13.626174496644296,1.5204697986577198,-4.117449664429529,-0.10578954175108846,36.41107382550336,-1.607382550335572,-10.679530201342274,-0.10011167209298666,100.02852348993288,-4.031879194630861,-0.10402684563758369,-0.06638115631691632,1.5117449664429532,-0.04865771812080544,0,0,-0.183045695139607
347,11.571476510067113,31.12933753923106,-75.2,108.3,2.7,183.5,2.690178518890716,0.48314168020737697,1.825790134430001,2.5,10.925,8.425,33.08557046979866,12.562491584079476,2.0,43.0,38.0,41.0,0.3796969919423585,-1.6847549907725081,1.2481828849721746,36.0,40.25,4.25,92.25671140939598,37.802310256962265,2.0,110.0,109.0,108.0,0.40975133060197344,-1.9006968689013841,1.7367652772924567,108.0,110.0,2.0,1.4681208053691275,0.6790926909196761,1.0,3.0,1.0,2.0,0.46255913575785934,1.1306723864880466,-0.012409989377244912,1.0,2.0,1.0,600.0,2.0,-3.5751677852349033,-0.2360369541617744,13.780089485458612,-2.2086129753914996,-1.718120805369125,-0.04936605119799442,35.603467561521256,-2.5178970917225953,-3.7399328859060432,-0.03895899604991793,98.30984340044743,-6.053131991051458,0.00503355704697972,0.0034403669724769603,1.4994407158836687,-0.031319910514541194,0,0,-0.17384028807990182
348,10.879229480737019,33.102921727878986,-76.3,108.1,2.6,184.39999999999998,3.042763440783346,0.25504640963657177,1.4769570763939424,2.5,12.9,10.4,32.09212730318258,14.182885813443946,2.0,43.0,38.0,41.0,0.4419428378634603,-1.49544187130371,0.4396095038774459,36.0,41.0,5.0,87.76716917922948,41.78144309909373,2.0,111.0,109.0,109.0,0.4760486579414653,-1.5129996579953273,0.36835139237914616,108.0,109.0,1.0,1.4221105527638191,0.672604050860601,1.0,3.0,1.0,2.0,0.47296185908572297,1.3115856258151068,0.3793706603452267,1.0,2.0,1.0,600.0,2.0,-0.692247029330094,-0.05982356950972012,12.532450095368716,-1.6532206146316977,-0.9934431666160819,-0.03002647838648942,33.327129682716354,-1.2350023795337748,-4.489542230166492,-0.04866358405345517,92.00684162797582,-4.239672448746333,-0.04601025260530833,-0.031339554917444334,1.451106202151698,-0.028995649387878908,0,0,-0.1622655193552338
349,8.341107382550335,26.358570206091567,-74.7,108.1,2.6,182.8,3.1600804302356678,0.9319947791503957,4.178964355835354,2.5,5.45,2.95,23.947986577181208,17.412319968792723,2.0,43.0,36.0,41.0,0.7270890983956044,-0.34457333196417467,-1.769667665748986,2.0,39.0,37.0,65.44295302013423,52.032909114606326,2.0,110.0,108.0,108.0,0.7950880379526554,-0.3829944678208822,-1.8336445685038996,2.0,109.0,107.0,1.3406040268456376,0.6375601900079058,1.0,3.0,1.0,2.0,0.4755768125716043,1.6636479726664206,1.4160705743776107,1.0,1.25,0.25,600.0,2.0,-2.538122098186683,-0.23329980332529365,10.263937791118156,-1.9228304085678207,-8.144140726001371,-0.25377378847658116,29.70856145005415,-5.760574872872944,-22.324216159095258,-0.2543572541744731,81.82227786958656,-16.37932484945233,-0.08150652591818153,-0.05731377617568245,1.410278461659528,-0.06967443481389046,0,0,-0.1013018538100931
350,15.273489932885907,36.87129194895091,-76.3,108.5,2.7,184.8,2.4140711854965113,0.1343541011709378,0.48672885602941607,2.5,33.375,30.875,38.66778523489933,2.690856436877015,28.0,43.0,39.0,15.0,0.06958910163927368,-0.5064615906958729,0.32789983954957513,37.0,41.0,4.0,105.71979865771812,15.155119853518785,2.0,111.0,109.0,109.0,0.14335176613971332,-5.135415592819434,28.19247102808551,109.0,110.0,1.0,1.5402684563758389,0.7148291880905429,1.0,3.0,1.0,2.0,0.464093895535908,0.9359084330219835,-0.4753800564748629,1.0,2.0,1.0,600.0,2.0,6.932382550335571,0.831110574698771,11.497942265391089,3.775547667494818,14.719798657718119,0.6146570447698452,31.56929970508771,7.098485529811615,40.27684563758389,0.6154496974669263,86.30997361902728,19.40982503869084,0.19966442953020125,0.14893617021276584,1.434327678661765,0.10594077771407395,0,0,-0.14666751934831662
351,16.44748322147651,37.65527374371356,-76.1,108.9,2.7,185.0,2.289424663740937,0.27468229644601916,0.43554724464193306,2.5,31.1,28.6,39.12751677852349,2.446162738367002,31.0,44.0,39.0,13.0,0.06251770977987706,-0.24170133517052414,-0.3493057574132714,37.0,41.0,4.0,106.41610738255034,13.397529269844824,2.0,110.0,109.0,108.0,0.12589756945048428,-6.09146836714809,40.33971772484278,109.0,110.0,1.0,1.5503355704697988,0.7047139390864205,1.0,3.0,1.0,2.0,0.4545557442592063,0.8882151490126704,-0.5048176805052553,1.0,2.0,1.0,600.0,2.0,1.1739932885906033,0.07686476985609136,13.354026845637586,3.093456375838924,0.4597315436241658,0.011889264948364175,33.914429530201346,5.213087248322147,0.6963087248322211,0.006586360678633163,92.52628635346757,13.889821029082768,0.010067114093959884,0.0065359477124184995,1.4770693512304252,0.0732662192393736,0,0,-0.16810618695645152
352,13.797483221476512,38.716147071672154,-76.5,108.1,2.7,184.6,2.806029654118979,0.06792654446958502,0.24911108824388073,2.5,28.9,26.4,38.73154362416108,3.0301141171249006,24.0,44.0,39.0,20.0,0.07823375557990125,-0.9669243716242119,2.2271521628777586,37.0,41.0,4.0,105.47147651006712,17.03878497565205,2.0,110.0,109.0,108.0,0.16154874795960328,-5.128885038508652,26.315375991462684,109.0,110.0,1.0,1.5453020134228188,0.7074357121222078,1.0,3.0,1.0,2.0,0.45779770295856226,0.9085131600411323,-0.48664472661125036,1.0,2.0,1.0,600.0,2.0,-2.6499999999999986,-0.1611188754118762,15.172818791946312,-1.375335570469801,-0.39597315436241587,-0.010120068610634636,38.84228187919464,-0.11073825503356005,-0.9446308724832164,-0.00887676589303732,105.86912751677853,-0.3976510067114134,-0.005033557046979942,-0.0032467532467532756,1.5453020134228188,0.0,0,0,-0.17925106638367772
353,7.233389261744965,31.24331096286324,-76.6,104.9,2.7,181.5,4.319318348882303,0.2183464272016962,2.1315153868503334,2.4,4.8,2.4,26.526845637583893,16.72288074122924,2.0,44.0,37.0,42.0,0.6304134675378006,-0.5793735945780761,-1.5215814791236772,4.0,40.0,36.0,73.24161073825503,49.481296153170845,2.0,110.0,109.0,108.0,0.6755899502265607,-0.7052932175922828,-1.4599370490840364,3.0,110.0,107.0,1.6812080536912752,1.0399010377942786,1.0,4.0,1.0,3.0,0.6185439306640619,1.302342293646035,0.2646720410922665,1.0,2.0,1.0,600.0,2.0,-6.564093959731546,-0.47574574684129256,12.49278523489933,-5.259395973154365,-12.204697986577184,-0.3151100329232369,34.79530201342282,-8.268456375838927,-32.22986577181209,-0.3055789758355738,95.0430648769575,-21.801454138702468,0.13590604026845643,0.08794788273615639,1.5922818791946307,0.08892617449664453,0,0,-0.008075913387178169
354,4.3483221476510066,13.997826261145796,-71.8,107.9,2.5,179.7,3.2191327564604473,3.019312893902555,23.910863705883227,2.4,2.5,0.10000000000000009,7.5,12.279996715298058,2.0,43.0,2.0,41.0,1.6373328953730744,2.01313478793484,2.2919565717389307,2.0,2.0,0.0,17.328859060402685,37.411218009866815,2.0,110.0,2.0,108.0,2.1588967790356914,2.0343477381836497,2.1513924599435805,2.0,2.0,0.0,1.0654362416107384,0.29689708082146,1.0,3.0,1.0,2.0,0.2786624569599845,4.919278179502065,25.081601910083403,1.0,1.0,0.0,600.0,2.0,-2.8850671140939586,-0.39885412075804305,8.459731543624162,-4.111409395973156,-19.026845637583893,-0.7172675521821632,24.25279642058166,-16.75279642058166,-55.91275167785235,-0.7634014478145331,65.3473154362416,-48.018456375838916,-0.6157718120805369,-0.3662674650698603,1.430648769574944,-0.36521252796420556,1,1,0.07428082487409415
355,3.894798657718121,13.300887306968301,-72.9,80.8,2.3,153.7,3.415038484880501,2.3499813694620473,21.835163622245595,2.3,2.4,0.10000000000000009,5.563758389261745,10.186378875256194,2.0,42.0,2.0,40.0,1.8308449365659505,2.735570962708263,5.801792031987512,2.0,2.0,0.0,13.728187919463087,33.19471372420395,2.0,109.0,2.0,107.0,2.4179967464709797,2.4898208426681965,4.224356262153149,2.0,2.0,0.0,1.0385906040268456,0.20949084377569588,1.0,3.0,1.0,2.0,0.20170685442700284,5.844181591687255,37.06320107577088,1.0,1.0,0.0,600.0,2.0,-0.4535234899328855,-0.10429850285537878,5.158836689038032,-1.2640380313199109,-1.9362416107382554,-0.25816554809843406,13.196868008948549,-7.633109619686804,-3.600671140939598,-0.2077846630518978,34.766219239373605,-21.038031319910516,-0.0268456375838928,-0.02519685039370101,1.2617449664429528,-0.2231543624161072,1,1,0.08672417417109701
356,16.35201342281879,35.85133560757365,-75.4,108.0,2.6,183.4,2.192472246723091,0.3277635481979045,0.6000164326332462,2.4,20.1,17.700000000000003,36.55536912751678,8.7797678821935,2.0,44.0,39.0,42.0,0.24017724596260734,-3.0272167076571876,8.414908382904596,36.75,41.0,4.25,100.99664429530202,26.129734287405306,2.0,110.0,109.0,108.0,0.2587188363506921,-3.3297091013481075,9.570960277517958,108.0,109.0,1.0,1.4798657718120805,0.6745784731269551,1.0,3.0,1.0,2.0,0.45583760769123044,1.075974402611088,-0.09434759505713775,1.0,2.0,1.0,600.0,2.0,12.457214765100668,3.1984232972903106,8.19837807606264,8.153635346756149,30.991610738255034,5.570265379975875,16.53970917225951,20.015659955257266,87.26845637583894,6.35688095820093,44.0178970917226,56.97874720357942,0.4412751677852349,0.4248788368336027,1.194630872483221,0.28523489932885937,1,0,-0.034219144974837135
357,14.148829431438127,38.27899376664182,-75.5,108.4,2.6,183.9,2.7054530519385187,0.11708217068724248,0.342854852188617,2.4,26.1,23.700000000000003,38.551839464882946,3.512097536588871,22.0,44.0,39.0,22.0,0.09110064747463106,-1.6110611074424832,4.322759588180765,37.0,41.0,4.0,105.18394648829431,16.47432223012089,2.0,110.0,109.0,108.0,0.15662392199701577,-5.3616143248808905,28.937878798575067,108.0,109.0,1.0,1.528428093645485,0.6981870785565725,1.0,3.0,1.0,2.0,0.45680073629850143,0.9478014319223935,-0.39390846264750135,1.0,2.0,1.0,600.0,2.0,-2.203183991380662,-0.1347347225330784,11.465213837325015,2.683615594113112,1.9964703373661692,0.05461496860835524,26.890322327220492,11.661517137662454,4.187302192992291,0.04145981504840024,73.30292623435314,31.881020253941173,0.04856232183340459,0.032815355796722345,1.348961489828137,0.17946660381734802,0,0,-0.15019534410363766
358,15.464261744966445,36.35295437868985,-76.2,107.8,2.6,184.0,2.350772056126287,0.19526955050233483,0.47609699977576225,2.3,26.6,24.3,36.43624161073826,9.827125654222556,2.0,44.0,39.0,42.0,0.26970744565834603,-2.7338070756958763,6.388510730239799,37.0,41.0,4.0,96.66778523489933,30.37480771392636,2.0,109.0,108.0,107.0,0.31421851281806695,-2.6028024874599,5.0880432811743255,107.0,108.0,1.0,1.4815436241610738,0.6543930151383046,1.0,3.0,1.0,2.0,0.44169675766979566,1.022594638835873,-0.11456921949765775,1.0,2.0,1.0,600.0,2.0,1.3154323135283175,0.09297110548279552,15.321701533074455,0.14256021189198975,-2.1155978541446885,-0.054876703252299985,37.18115006771266,-0.7449084569744002,-8.516161253394984,-0.08096445833911292,100.9494586728319,-4.281673437932568,-0.04688446948441127,-0.030674959246912437,1.4966124965395462,-0.015068872378472431,0,0,-0.17849268879106323
